product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Garden,"Id Est Praesentium (Garden)",id-est-praesentium-garden,"Sed quos dolorem eos sequi quis. Est velit quidem qui et. Aliquam recusandae odio sunt dolor voluptatum.","Nostrum consequuntur et mollitia quo in non.",active,https://picsum.photos/300/300?random=81,"[""https:\/\/picsum.photos\/600\/600?random=810"",""https:\/\/picsum.photos\/600\/600?random=811""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Id Est Praesentium (Garden) - Black / S",VLW-00081,6685684229875,121.14,,71.68,120,1,0,4353.5,g,27.86,35.55,24.74,cm,"{""Color"":""Black"",""Size"":""S""}"
Garden,"Assumenda Quaerat Doloribus (Garden)",assumenda-quaerat-doloribus-garden,"Molestiae voluptate ipsa harum officiis. Nulla distinctio unde unde quod. Sunt est sit ut ut laboriosam possimus aliquid et. Nihil sit officia ullam est.","Provident earum et velit accusamus.",active,https://picsum.photos/300/300?random=82,"[""https:\/\/picsum.photos\/600\/600?random=820"",""https:\/\/picsum.photos\/600\/600?random=821""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Assumenda Quaerat Doloribus (Garden) - White / M",EBJ-00082,8707115537132,227.34,272.81,174.88,23,1,0,3280.82,g,8.71,17.62,45.69,cm,"{""Color"":""White"",""Size"":""M""}"
Garden,"Sint Nihil Veniam (Garden)",sint-nihil-veniam-garden,"Minus sunt commodi aut id. Quis possimus animi beatae quibusdam non. Tempora deleniti vero ea delectus architecto. Ut omnis itaque voluptates dicta voluptatem est. Qui voluptatem velit fugit voluptatem cupiditate id officiis.","Sit repellat porro id repellendus.",active,https://picsum.photos/300/300?random=83,"[""https:\/\/picsum.photos\/600\/600?random=830"",""https:\/\/picsum.photos\/600\/600?random=831""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Sint Nihil Veniam (Garden) - Black / M",KP1-00083,3622366087036,403.21,483.85,199.61,136,1,0,2244.61,g,10.76,32.08,6.05,cm,"{""Color"":""Black"",""Size"":""M""}"
Garden,"Dicta Iste Aut (Garden)",dicta-iste-aut-garden,"Qui vel rerum omnis et explicabo laborum necessitatibus. Voluptates consectetur magnam in pariatur et dolorum et. Possimus officiis veritatis dolor ullam cumque. Nihil non nulla autem est. Pariatur possimus et beatae.","Magni qui omnis sit et.",active,https://picsum.photos/300/300?random=84,"[""https:\/\/picsum.photos\/600\/600?random=840"",""https:\/\/picsum.photos\/600\/600?random=841""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Dicta Iste Aut (Garden) - Black / M",SBU-00084,2971459116254,300.32,,196.29,43,1,0,1442.02,g,41.08,38.98,27.51,cm,"{""Color"":""Black"",""Size"":""M""}"
Garden,"A Ullam Nesciunt (Garden)",a-ullam-nesciunt-garden,"Quibusdam vitae non ut maxime quo suscipit. Recusandae sit praesentium molestiae beatae. Corporis in blanditiis unde nam impedit sapiente. Repellendus sit consectetur odit sapiente accusantium ipsum.","Est et excepturi vel.",active,https://picsum.photos/300/300?random=85,"[""https:\/\/picsum.photos\/600\/600?random=850"",""https:\/\/picsum.photos\/600\/600?random=851""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","A Ullam Nesciunt (Garden) - White / L",IQF-00085,8118858905377,149.68,,115.14,96,1,1,4936.2,g,25.23,34.99,11.61,cm,"{""Color"":""White"",""Size"":""L""}"
Garden,"Nam Facilis Quo (Garden)",nam-facilis-quo-garden,"Necessitatibus reprehenderit velit deleniti facere. Est consectetur quo in dolor. Nobis perferendis quia ipsam minus et. Iusto quae accusantium sit. Neque quia natus doloribus molestias facere esse rerum.","Adipisci qui itaque id repellat quia aut provident pariatur.",active,https://picsum.photos/300/300?random=86,"[""https:\/\/picsum.photos\/600\/600?random=860"",""https:\/\/picsum.photos\/600\/600?random=861""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Nam Facilis Quo (Garden) - White / M",C6U-00086,8191730321441,409.23,491.07,174.14,66,1,0,3683.16,g,18.47,21.06,43.41,cm,"{""Color"":""White"",""Size"":""M""}"
Garden,"Commodi Consequatur A (Garden)",commodi-consequatur-a-garden,"Ea qui exercitationem tempora cumque dolores adipisci eligendi omnis. Qui et voluptas ut illum sapiente adipisci. Quo provident placeat et possimus voluptas. Molestiae aliquam vero eos ut qui rerum odio. Praesentium quidem aut nobis officia ea eum. Ducimus eos est magni quaerat suscipit est aut.","Deserunt dolor eos dolore non est ratione.",active,https://picsum.photos/300/300?random=87,"[""https:\/\/picsum.photos\/600\/600?random=870"",""https:\/\/picsum.photos\/600\/600?random=871""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Commodi Consequatur A (Garden) - White / M",6ZW-00087,1499809997274,206.02,,118.4,133,1,1,183.29,g,15.89,27.83,25.78,cm,"{""Color"":""White"",""Size"":""M""}"
Garden,"Voluptatibus Esse Voluptatem (Garden)",voluptatibus-esse-voluptatem-garden,"At reprehenderit omnis nulla ducimus deserunt rem. Deserunt dolor maiores tempora. Praesentium ipsam commodi consequatur soluta. Reprehenderit reprehenderit distinctio suscipit vitae voluptas nulla. Eaque autem illum similique consectetur ut esse est.","Culpa est quod porro temporibus amet autem sit.",active,https://picsum.photos/300/300?random=88,"[""https:\/\/picsum.photos\/600\/600?random=880"",""https:\/\/picsum.photos\/600\/600?random=881""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Voluptatibus Esse Voluptatem (Garden) - Black / L",5AT-00088,6198944892080,196.16,,122.6,137,1,1,4133.06,g,12.25,17.89,30.47,cm,"{""Color"":""Black"",""Size"":""L""}"
Garden,"Ipsa Eos Impedit (Garden)",ipsa-eos-impedit-garden,"Aperiam magni soluta voluptatem eum. Sint non esse commodi at eum libero. Officia voluptas beatae enim et aspernatur. Molestiae quam ea fuga saepe autem porro. Rerum voluptatem veritatis eius molestias sint. Dolores dolores sunt officiis quam voluptatem repudiandae tempora consectetur.","Possimus velit molestiae nostrum saepe velit.",active,https://picsum.photos/300/300?random=89,"[""https:\/\/picsum.photos\/600\/600?random=890"",""https:\/\/picsum.photos\/600\/600?random=891""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Ipsa Eos Impedit (Garden) - White / S",FY7-00089,4246767684091,149.88,,99.92,87,1,0,601.27,g,41.57,46.48,12.36,cm,"{""Color"":""White"",""Size"":""S""}"
Garden,"Voluptatibus Consequatur Vero (Garden)",voluptatibus-consequatur-vero-garden,"Unde eos provident voluptas velit pariatur velit assumenda. Voluptates doloremque distinctio rerum ut. Temporibus aliquid quisquam ea natus consequatur dolorem. Dolor voluptatem esse et. Quia deleniti recusandae similique ut recusandae.","Ut voluptatum vitae eligendi qui doloribus esse voluptates.",active,https://picsum.photos/300/300?random=90,"[""https:\/\/picsum.photos\/600\/600?random=900"",""https:\/\/picsum.photos\/600\/600?random=901""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Voluptatibus Consequatur Vero (Garden) - Black / L",9TV-00090,7842123803358,345.31,,138.68,147,1,0,3581.97,g,36.08,10.72,39.63,cm,"{""Color"":""Black"",""Size"":""L""}"
