product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Office,"Doloremque Repellat Quisquam (Office)",doloremque-repellat-quisquam-office,"Rerum ut magnam consectetur sit aperiam libero nostrum. Est officiis officia commodi enim ad autem. Perspiciatis nesciunt iure tempora. Reprehenderit ut asperiores assumenda porro sequi. Sunt vero fugit nulla qui deserunt nisi.","Sit aliquam blanditiis provident.",active,https://picsum.photos/300/300?random=181,"[""https:\/\/picsum.photos\/600\/600?random=1810"",""https:\/\/picsum.photos\/600\/600?random=1811""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Doloremque Repellat Quisquam (Office) - Black / L",ICE-00181,9620165323847,129.04,,71.69,5,1,0,2076.3,g,17.79,46.98,30.22,cm,"{""Color"":""Black"",""Size"":""L""}"
Office,"Quia Voluptates Autem (Office)",quia-voluptates-autem-office,"Blanditiis molestiae itaque qui omnis. Sint sit doloremque possimus repellendus. Ad omnis quod qui repellendus officia. Quos enim ipsum fugit aliquam non ut. Eum nemo unde quo ad.","Rem maiores facilis iusto aut non quo quia.",active,https://picsum.photos/300/300?random=182,"[""https:\/\/picsum.photos\/600\/600?random=1820"",""https:\/\/picsum.photos\/600\/600?random=1821""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Quia Voluptates Autem (Office) - Black / M",6F9-00182,7579699335357,16.02,19.22,7.7,141,1,0,3619.95,g,29.28,25.06,13.03,cm,"{""Color"":""Black"",""Size"":""M""}"
Office,"Qui Nesciunt Delectus (Office)",qui-nesciunt-delectus-office,"Labore quia culpa tenetur voluptas nisi distinctio natus. Autem impedit ipsam in atque accusamus et. Et architecto sunt ut et qui. Itaque et cumque dolorem laborum aliquid.","Ut ut quia quam asperiores.",active,https://picsum.photos/300/300?random=183,"[""https:\/\/picsum.photos\/600\/600?random=1830"",""https:\/\/picsum.photos\/600\/600?random=1831""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Qui Nesciunt Delectus (Office) - Black / S",T5D-00183,7323424378399,291.8,,117.19,104,1,0,2918.93,g,34.42,43.91,14.84,cm,"{""Color"":""Black"",""Size"":""S""}"
Office,"Earum Eos Dignissimos (Office)",earum-eos-dignissimos-office,"Officiis rerum est quia cupiditate qui fuga earum. Numquam repudiandae non nisi libero a ipsum optio. Similique nihil quia et.","Suscipit necessitatibus error ab aut.",active,https://picsum.photos/300/300?random=184,"[""https:\/\/picsum.photos\/600\/600?random=1840"",""https:\/\/picsum.photos\/600\/600?random=1841""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Earum Eos Dignissimos (Office) - White / L",ONX-00184,0163346456976,32.23,,19.77,27,1,0,4543.8,g,15.98,21.06,13.6,cm,"{""Color"":""White"",""Size"":""L""}"
Office,"Et Rerum Dolorem (Office)",et-rerum-dolorem-office,"Sit eligendi sit earum assumenda dolorum. Dignissimos non autem rerum commodi. Quo autem consequuntur officiis rerum vel vitae. Unde nihil optio occaecati sit minus. Debitis nesciunt ad sint sed soluta.","Quam tempore repellendus exercitationem.",active,https://picsum.photos/300/300?random=185,"[""https:\/\/picsum.photos\/600\/600?random=1850"",""https:\/\/picsum.photos\/600\/600?random=1851""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Et Rerum Dolorem (Office) - Black / M",Y23-00185,2395845804417,257.19,,120.18,53,1,0,3154.25,g,20.81,17.22,48.26,cm,"{""Color"":""Black"",""Size"":""M""}"
Office,"Ut Nulla Voluptatibus (Office)",ut-nulla-voluptatibus-office,"Aut amet facilis voluptatum. Maiores iure non expedita eveniet et voluptates. Aperiam soluta aliquid et est harum atque. Dicta porro voluptatem assumenda voluptatem. Et sed et quo praesentium.","Tenetur quia dolorem incidunt.",active,https://picsum.photos/300/300?random=186,"[""https:\/\/picsum.photos\/600\/600?random=1860"",""https:\/\/picsum.photos\/600\/600?random=1861""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Ut Nulla Voluptatibus (Office) - White / L",IWQ-00186,1916172510805,58.26,,24.79,111,1,0,4254.2,g,33.37,16.59,36.73,cm,"{""Color"":""White"",""Size"":""L""}"
Office,"Ratione Dolorem Porro (Office)",ratione-dolorem-porro-office,"Eveniet magni in dolores saepe nesciunt vel. Quisquam illum voluptatibus nemo. Itaque deleniti odit dolore omnis. Quia iusto dignissimos qui ea cupiditate. Eveniet quisquam quibusdam temporibus.","Laboriosam temporibus incidunt ea suscipit iure excepturi quia.",active,https://picsum.photos/300/300?random=187,"[""https:\/\/picsum.photos\/600\/600?random=1870"",""https:\/\/picsum.photos\/600\/600?random=1871""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Ratione Dolorem Porro (Office) - Black / L",HWY-00187,2556423684009,70.47,84.57,42.2,52,1,1,2268.98,g,10.68,15.44,14.98,cm,"{""Color"":""Black"",""Size"":""L""}"
Office,"Rerum Quia Aut (Office)",rerum-quia-aut-office,"Molestias labore asperiores et consectetur. Vitae in natus est fugiat. Dolores unde molestiae neque molestiae modi. Et veniam nobis esse quos aperiam possimus.","Eveniet et quisquam rem et sit necessitatibus consectetur.",active,https://picsum.photos/300/300?random=188,"[""https:\/\/picsum.photos\/600\/600?random=1880"",""https:\/\/picsum.photos\/600\/600?random=1881""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Rerum Quia Aut (Office) - White / L",08Q-00188,1949747336418,103.54,,84.87,118,1,1,1570.75,g,10.71,28.25,9.41,cm,"{""Color"":""White"",""Size"":""L""}"
Office,"Et Totam Omnis (Office)",et-totam-omnis-office,"Sit ducimus commodi facere. Natus quod similique corrupti architecto est magnam in. Dolores dignissimos nihil aliquid voluptas.","Ipsam fuga et quis eos fugiat blanditiis quisquam corporis.",active,https://picsum.photos/300/300?random=189,"[""https:\/\/picsum.photos\/600\/600?random=1890"",""https:\/\/picsum.photos\/600\/600?random=1891""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Et Totam Omnis (Office) - Black / S",ZJO-00189,4757505480269,169.27,,120.91,143,1,0,776.66,g,44.85,49.4,32.74,cm,"{""Color"":""Black"",""Size"":""S""}"
Office,"Necessitatibus Odit Earum (Office)",necessitatibus-odit-earum-office,"Dolore ut vel voluptas eius. Quia omnis culpa quisquam eaque animi. Nam alias consequuntur veritatis aut. Tempora veritatis qui explicabo est. Officiis eius mollitia eum ut magnam ut nam sit.","Deserunt sapiente animi repudiandae autem enim tenetur odio qui.",active,https://picsum.photos/300/300?random=190,"[""https:\/\/picsum.photos\/600\/600?random=1900"",""https:\/\/picsum.photos\/600\/600?random=1901""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Necessitatibus Odit Earum (Office) - Black / L",GPE-00190,5897751395708,392.05,,183.2,38,1,0,2814.95,g,19.29,10.41,7.64,cm,"{""Color"":""Black"",""Size"":""L""}"
