product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Electronics,"Ullam Perferendis Eligendi (Electronics)",ullam-perferendis-eligendi-electronics,"Incidunt est dicta nostrum itaque temporibus pariatur error. Sint eligendi ea dolorum eius. Deleniti facere non ut voluptatum commodi optio autem. Voluptatem autem consequatur illo ut nihil impedit corrupti.","Dolorum tenetur necessitatibus non voluptatem.",active,https://picsum.photos/300/300?random=1,"[""https:\/\/picsum.photos\/600\/600?random=10"",""https:\/\/picsum.photos\/600\/600?random=11""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Ullam Perferendis Eligendi (Electronics) - White / M",HLO-00001,8820030572849,200.19,,91.41,140,1,0,2443.85,g,21.35,10.08,29.08,cm,"{""Color"":""White"",""Size"":""M""}"
Electronics,"Minima Doloribus Necessitatibus (Electronics)",minima-doloribus-necessitatibus-electronics,"Sunt vel est et odio asperiores. Voluptatem nobis nisi fugit dolorem quia magnam ullam sapiente. Rerum natus enim et necessitatibus consectetur labore omnis fugit. Quidem voluptatibus corrupti quia eius ab.","Molestiae debitis soluta eum cumque ad qui.",active,https://picsum.photos/300/300?random=2,"[""https:\/\/picsum.photos\/600\/600?random=20"",""https:\/\/picsum.photos\/600\/600?random=21""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Minima Doloribus Necessitatibus (Electronics) - Black / L",6PJ-00002,7901956809514,275.25,,116.14,104,1,0,2942.94,g,29.5,47.14,14.33,cm,"{""Color"":""Black"",""Size"":""L""}"
Electronics,"Aut Eius Tempore (Electronics)",aut-eius-tempore-electronics,"Doloribus sit adipisci similique quo minima architecto quos aut. Vel vitae optio soluta ipsum. Qui quo explicabo quia et maxime quae at quas. Voluptatibus dolorum consequatur architecto ea nobis iusto. Et et adipisci officia hic.","Libero eos dicta temporibus sit voluptas vel.",active,https://picsum.photos/300/300?random=3,"[""https:\/\/picsum.photos\/600\/600?random=30"",""https:\/\/picsum.photos\/600\/600?random=31""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Aut Eius Tempore (Electronics) - Black / L",9JP-00003,2756974271110,66.1,,43.49,96,1,0,1637.12,g,38.99,11.74,8.54,cm,"{""Color"":""Black"",""Size"":""L""}"
Electronics,"Cum Nulla Nulla (Electronics)",cum-nulla-nulla-electronics,"Dolore qui tempore tempore sapiente sint. Asperiores velit tempora ex ipsum et architecto omnis. Consequatur vel aut adipisci eos tempore totam mollitia. Beatae impedit ducimus autem beatae voluptas sed. Laboriosam quia quia quo at.","Aliquid earum quis commodi nam enim magnam quis.",active,https://picsum.photos/300/300?random=4,"[""https:\/\/picsum.photos\/600\/600?random=40"",""https:\/\/picsum.photos\/600\/600?random=41""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Cum Nulla Nulla (Electronics) - Black / M",9ST-00004,9319153715473,148.38,,69.66,13,1,0,1275.94,g,17.12,46.46,17.52,cm,"{""Color"":""Black"",""Size"":""M""}"
Electronics,"Dolor Nesciunt Ut (Electronics)",dolor-nesciunt-ut-electronics,"Nostrum omnis repellendus quod maxime. Et et cupiditate reprehenderit nemo accusantium sed. Ea mollitia provident nulla eligendi sit facilis nemo ut. Enim et dolorem et asperiores est.","Nostrum qui voluptate ipsa.",active,https://picsum.photos/300/300?random=5,"[""https:\/\/picsum.photos\/600\/600?random=50"",""https:\/\/picsum.photos\/600\/600?random=51""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Dolor Nesciunt Ut (Electronics) - Black / L",UZK-00005,3367860230754,227.64,,123.05,59,1,0,4821.78,g,7.55,16.22,32.08,cm,"{""Color"":""Black"",""Size"":""L""}"
Electronics,"Fugit Sit Quidem (Electronics)",fugit-sit-quidem-electronics,"Aut eos quasi et sequi voluptates. Eos veritatis sit aliquam labore. A sed rem quia veritatis laboriosam. Aspernatur magni totam est.","Quod nobis maiores et.",active,https://picsum.photos/300/300?random=6,"[""https:\/\/picsum.photos\/600\/600?random=60"",""https:\/\/picsum.photos\/600\/600?random=61""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Fugit Sit Quidem (Electronics) - Black / L",3RL-00006,8932699021276,74.93,,32.72,105,1,0,3768.45,g,46.3,30.73,11.68,cm,"{""Color"":""Black"",""Size"":""L""}"
Electronics,"Nemo Itaque Et (Electronics)",nemo-itaque-et-electronics,"Error sit ab quos qui id voluptas. Voluptatem molestiae deleniti aut laboriosam vero similique. Qui ut fuga veritatis reiciendis ratione possimus dolor. Quia laborum cupiditate aut dolore delectus magnam omnis autem. Velit iure praesentium vel vel.","Quae pariatur maxime ipsum tempora qui.",active,https://picsum.photos/300/300?random=7,"[""https:\/\/picsum.photos\/600\/600?random=70"",""https:\/\/picsum.photos\/600\/600?random=71""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Nemo Itaque Et (Electronics) - White / S",GL3-00007,7804581672396,83.32,,45.78,144,1,0,3804.61,g,35.51,47.37,35.29,cm,"{""Color"":""White"",""Size"":""S""}"
Electronics,"Quibusdam Aut Aspernatur (Electronics)",quibusdam-aut-aspernatur-electronics,"Dolor expedita deserunt consequuntur voluptatem possimus nostrum ipsam. Qui fugit magni sint veritatis. Nihil tenetur sint tempore est perspiciatis dolores qui. Natus modi et libero modi libero. Porro voluptas earum et error earum odit similique nihil. Eum itaque adipisci velit cupiditate molestias maiores.","Excepturi omnis tenetur unde delectus.",active,https://picsum.photos/300/300?random=8,"[""https:\/\/picsum.photos\/600\/600?random=80"",""https:\/\/picsum.photos\/600\/600?random=81""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Quibusdam Aut Aspernatur (Electronics) - Black / M",VDD-00008,7663232748022,26.89,,14.94,31,1,0,3219.64,g,8.81,38.97,23.89,cm,"{""Color"":""Black"",""Size"":""M""}"
Electronics,"Est Ex Minus (Electronics)",est-ex-minus-electronics,"Et autem inventore tempore. Ratione natus omnis in. Rem distinctio et dolore praesentium. Ut nihil non saepe cupiditate voluptatum rerum.","Dolores ut doloremque dignissimos laboriosam enim.",active,https://picsum.photos/300/300?random=9,"[""https:\/\/picsum.photos\/600\/600?random=90"",""https:\/\/picsum.photos\/600\/600?random=91""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Est Ex Minus (Electronics) - White / M",VS3-00009,6527912206039,166.21,,67.02,110,1,0,3855.57,g,16.07,29.17,10,cm,"{""Color"":""White"",""Size"":""M""}"
Electronics,"Dolore Voluptatum Animi (Electronics)",dolore-voluptatum-animi-electronics,"Ducimus et vitae beatae vel nostrum fugiat. Id et doloribus est doloremque maxime et. Molestias vitae reprehenderit aspernatur soluta. Ratione nihil qui consequuntur ipsum eum exercitationem. Omnis similique autem velit possimus hic ullam.","Reprehenderit odit nobis reprehenderit ut.",active,https://picsum.photos/300/300?random=10,"[""https:\/\/picsum.photos\/600\/600?random=100"",""https:\/\/picsum.photos\/600\/600?random=101""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Dolore Voluptatum Animi (Electronics) - Black / L",PMY-00010,9460356832341,66.67,,41.93,58,1,0,2109.69,g,32.43,41.2,41.3,cm,"{""Color"":""Black"",""Size"":""L""}"
