product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Toys,"Quidem Itaque Est (Toys)",quidem-itaque-est-toys,"Aut ea commodi ratione magnam consequatur ut. Earum nisi nesciunt assumenda enim accusantium officiis. Nihil aut qui ducimus eum corrupti. Eligendi ex quas similique dolorum in ipsa eum. Et doloremque quia aut eos beatae ut assumenda.","Ab odit distinctio dolorum omnis voluptatem.",active,https://picsum.photos/300/300?random=161,"[""https:\/\/picsum.photos\/600\/600?random=1610"",""https:\/\/picsum.photos\/600\/600?random=1611""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Quidem Itaque Est (Toys) - White / L",7MR-00161,2833379492729,55.31,,22.95,17,1,0,1819.41,g,32.39,41.64,9.69,cm,"{""Color"":""White"",""Size"":""L""}"
Toys,"Quas Assumenda Reiciendis (Toys)",quas-assumenda-reiciendis-toys,"Molestiae qui nostrum atque error nulla mollitia. Vitae ea iusto sed aut iusto quisquam sunt. Facilis neque sint provident facere et. Ut beatae tempore quae nobis deleniti facere ipsa. Officia itaque est non. Vel blanditiis qui dolores ab sunt ullam.","Porro deleniti quae velit sequi.",active,https://picsum.photos/300/300?random=162,"[""https:\/\/picsum.photos\/600\/600?random=1620"",""https:\/\/picsum.photos\/600\/600?random=1621""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Quas Assumenda Reiciendis (Toys) - Black / S",FE3-00162,2356178055273,92.25,,40.82,113,1,0,4911.61,g,35.16,18.06,13.68,cm,"{""Color"":""Black"",""Size"":""S""}"
Toys,"Voluptas Et Tempore (Toys)",voluptas-et-tempore-toys,"Sit alias voluptas maiores sed nulla. Blanditiis sequi soluta quisquam dolores consequatur tenetur. Dolor voluptatem voluptatem sit id quos illum. Provident eum error ut ea occaecati aliquam eaque. Ipsum numquam quisquam dolorum nulla placeat ad.","Debitis cumque laudantium quo doloribus dicta enim.",active,https://picsum.photos/300/300?random=163,"[""https:\/\/picsum.photos\/600\/600?random=1630"",""https:\/\/picsum.photos\/600\/600?random=1631""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Voluptas Et Tempore (Toys) - Black / M",BP0-00163,7446549014123,24.64,29.57,14.58,77,1,0,920.51,g,21.93,15.08,29.99,cm,"{""Color"":""Black"",""Size"":""M""}"
Toys,"Ut Aliquid Tempore (Toys)",ut-aliquid-tempore-toys,"Ea qui perspiciatis amet ad. Magni ipsam culpa ex inventore eos et sunt quam. Ut et aut maxime aut vel optio saepe ratione. Ratione sint ipsum sit delectus dolorem aliquam.","Amet et doloribus ut.",active,https://picsum.photos/300/300?random=164,"[""https:\/\/picsum.photos\/600\/600?random=1640"",""https:\/\/picsum.photos\/600\/600?random=1641""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Ut Aliquid Tempore (Toys) - White / M",YOV-00164,3857313432755,25.57,,19.08,122,1,1,4731.5,g,37.01,49.54,34.6,cm,"{""Color"":""White"",""Size"":""M""}"
Toys,"Laborum Eaque Alias (Toys)",laborum-eaque-alias-toys,"Autem qui recusandae molestias delectus ex mollitia. Similique dicta minus repellendus ut. Quia iusto voluptatibus distinctio quis quia. Voluptas quod aliquid modi qui architecto.","Necessitatibus enim facere officia iure et vel molestias molestias.",active,https://picsum.photos/300/300?random=165,"[""https:\/\/picsum.photos\/600\/600?random=1650"",""https:\/\/picsum.photos\/600\/600?random=1651""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Laborum Eaque Alias (Toys) - White / L",HY7-00165,1878789418939,309.37,371.24,157.84,66,1,0,3930.08,g,13.55,29.66,21.3,cm,"{""Color"":""White"",""Size"":""L""}"
Toys,"Quo Velit Neque (Toys)",quo-velit-neque-toys,"Dolorum eum sapiente culpa numquam. Consequatur fugit amet architecto facilis qui. Et labore id fuga iste. Veniam itaque tenetur ex quibusdam. Quia pariatur quia optio blanditiis blanditiis autem veniam expedita.","At minus est ipsa.",active,https://picsum.photos/300/300?random=166,"[""https:\/\/picsum.photos\/600\/600?random=1660"",""https:\/\/picsum.photos\/600\/600?random=1661""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Quo Velit Neque (Toys) - White / S",Z6Q-00166,4906324799247,97.62,,72.85,75,1,0,4571.97,g,20.49,35.59,21.27,cm,"{""Color"":""White"",""Size"":""S""}"
Toys,"Corporis Nesciunt Inventore (Toys)",corporis-nesciunt-inventore-toys,"Architecto tempora illum explicabo earum. Quasi dolore a dicta qui eligendi reiciendis saepe. Accusamus voluptas soluta et ea sit. Et eum recusandae eaque sit quae. Sit quia exercitationem et iste et et et.","Quaerat et sed dolor reprehenderit alias aut voluptatem.",active,https://picsum.photos/300/300?random=167,"[""https:\/\/picsum.photos\/600\/600?random=1670"",""https:\/\/picsum.photos\/600\/600?random=1671""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Corporis Nesciunt Inventore (Toys) - Black / S",MKU-00167,2581873684477,210.46,,114.38,127,1,0,2052.97,g,34.43,5.23,46.13,cm,"{""Color"":""Black"",""Size"":""S""}"
Toys,"Soluta Sunt Earum (Toys)",soluta-sunt-earum-toys,"Expedita eum consequatur earum est quia. Voluptate sint rerum ex. Non et et aut numquam velit voluptate qui. Quia excepturi debitis fuga et. Aut est deleniti et ullam recusandae nemo.","Dignissimos commodi accusantium doloribus.",active,https://picsum.photos/300/300?random=168,"[""https:\/\/picsum.photos\/600\/600?random=1680"",""https:\/\/picsum.photos\/600\/600?random=1681""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Soluta Sunt Earum (Toys) - White / M",CLP-00168,3207353975895,175.66,,112.6,46,1,1,3154.82,g,37.46,40.33,46.04,cm,"{""Color"":""White"",""Size"":""M""}"
Toys,"Qui Vero Enim (Toys)",qui-vero-enim-toys,"Cumque et dolores suscipit perferendis commodi sit eveniet. Qui dolor dolore autem et hic commodi. Esse fuga praesentium sunt et qui officia et. Suscipit alias voluptas quos atque vitae aperiam. Magnam aliquam ut in excepturi sint.","Voluptates cupiditate deserunt sit recusandae.",active,https://picsum.photos/300/300?random=169,"[""https:\/\/picsum.photos\/600\/600?random=1690"",""https:\/\/picsum.photos\/600\/600?random=1691""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Qui Vero Enim (Toys) - Black / L",PO8-00169,0418469326812,255.8,,108.39,25,1,0,3227.96,g,39.58,21.98,6.01,cm,"{""Color"":""Black"",""Size"":""L""}"
Toys,"Odit Repudiandae Est (Toys)",odit-repudiandae-est-toys,"At est in cupiditate alias mollitia autem. Enim qui eos nisi sit sed amet. Laudantium velit quo doloremque quas sequi accusamus eos. Atque distinctio quidem blanditiis et quia est.","Repudiandae nemo ea exercitationem dignissimos amet est.",active,https://picsum.photos/300/300?random=170,"[""https:\/\/picsum.photos\/600\/600?random=1700"",""https:\/\/picsum.photos\/600\/600?random=1701""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Odit Repudiandae Est (Toys) - Black / S",1QD-00170,3237941455621,192.89,,108.98,55,1,0,4145.62,g,25.18,10.31,5.45,cm,"{""Color"":""Black"",""Size"":""S""}"
