product_category,product_name,product_slug,product_description,product_summary,product_status,product_thumbnail,product_images,product_options,variant_name,variant_sku,variant_barcode,variant_price,variant_compare_at_price,variant_cost_price,variant_inventory_quantity,variant_track_inventory,variant_continue_selling_out_of_stock,variant_weight,variant_weight_unit,variant_width,variant_height,variant_depth,variant_dimension_unit,variant_options
Automotive,"Nisi Molestiae Omnis (Automotive)",nisi-molestiae-omnis-automotive,"Incidunt numquam quia saepe ea. Non qui non deleniti eveniet dolor doloremque quia. Recusandae et molestiae consequatur consequatur quas eum nihil atque. Quam et voluptate tempora eum molestias.","Et maiores temporibus facilis et ab consequatur.",active,https://picsum.photos/300/300?random=141,"[""https:\/\/picsum.photos\/600\/600?random=1410"",""https:\/\/picsum.photos\/600\/600?random=1411""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Nisi Molestiae Omnis (Automotive) - White / L",C4R-00141,9313343792190,208.78,250.54,147.03,73,1,0,1178.56,g,48.64,33.39,47.27,cm,"{""Color"":""White"",""Size"":""L""}"
Automotive,"Et Ipsum Quibusdam (Automotive)",et-ipsum-quibusdam-automotive,"Quaerat quaerat impedit consequatur ad. Molestiae dolor et incidunt quia porro error. Laborum repellat provident aut optio veniam quo ab. Dolorum ut aliquid rerum. Autem nobis voluptatum corrupti cumque voluptate ab asperiores.","Vel natus ipsum vero ut alias est veniam.",active,https://picsum.photos/300/300?random=142,"[""https:\/\/picsum.photos\/600\/600?random=1420"",""https:\/\/picsum.photos\/600\/600?random=1421""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Et Ipsum Quibusdam (Automotive) - Black / S",83T-00142,3566995844410,123.03,,75.02,31,1,0,3617.01,g,14.83,10.78,16.93,cm,"{""Color"":""Black"",""Size"":""S""}"
Automotive,"Natus Quisquam Aut (Automotive)",natus-quisquam-aut-automotive,"Ab est repudiandae quia ad labore. Consequatur eos et sunt rerum aperiam. Et ad voluptates aut earum. Quod a illo ipsum pariatur optio ad perspiciatis. Consectetur enim quia est eos nisi eaque.","Expedita assumenda quas et nihil mollitia dolorem necessitatibus voluptas.",active,https://picsum.photos/300/300?random=143,"[""https:\/\/picsum.photos\/600\/600?random=1430"",""https:\/\/picsum.photos\/600\/600?random=1431""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Natus Quisquam Aut (Automotive) - White / M",9R6-00143,8474151474409,146.37,,98.9,24,1,0,1134.78,g,9.61,45.16,32.69,cm,"{""Color"":""White"",""Size"":""M""}"
Automotive,"Mollitia Doloribus Ut (Automotive)",mollitia-doloribus-ut-automotive,"Perferendis saepe quae beatae et. Veniam blanditiis in inventore exercitationem esse perferendis tempore. Voluptatum alias repellendus molestiae sint ducimus eius placeat molestias. Necessitatibus omnis nihil omnis doloremque. Aliquid ad quo voluptas debitis iste.","Necessitatibus facilis sed occaecati voluptatem.",active,https://picsum.photos/300/300?random=144,"[""https:\/\/picsum.photos\/600\/600?random=1440"",""https:\/\/picsum.photos\/600\/600?random=1441""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Mollitia Doloribus Ut (Automotive) - Black / S",MIW-00144,5085602090579,170.95,,115.51,11,1,0,1513.32,g,40.56,35.05,32.77,cm,"{""Color"":""Black"",""Size"":""S""}"
Automotive,"Dolor Facere Est (Automotive)",dolor-facere-est-automotive,"Dolorem inventore quisquam eveniet repudiandae dolores. Eos qui maxime perspiciatis nihil reprehenderit tenetur. Expedita culpa laborum libero quia at sit quia. In distinctio non et.","Sequi rerum fugit non quo maiores.",active,https://picsum.photos/300/300?random=145,"[""https:\/\/picsum.photos\/600\/600?random=1450"",""https:\/\/picsum.photos\/600\/600?random=1451""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Dolor Facere Est (Automotive) - Black / S",G0F-00145,0164379129318,158.39,,69.47,143,1,0,1511.7,g,42.6,49.2,19.51,cm,"{""Color"":""Black"",""Size"":""S""}"
Automotive,"Odio Repudiandae Dolorem (Automotive)",odio-repudiandae-dolorem-automotive,"Qui dolor iure voluptas. Iusto beatae cumque et ducimus consequatur et. Rerum sed molestias quis fuga esse nam voluptates. Facere qui amet voluptate sint. Possimus doloremque est placeat. Voluptatem non dolore placeat assumenda magnam non.","Aut odit minus impedit ex.",active,https://picsum.photos/300/300?random=146,"[""https:\/\/picsum.photos\/600\/600?random=1460"",""https:\/\/picsum.photos\/600\/600?random=1461""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Odio Repudiandae Dolorem (Automotive) - White / S",ABL-00146,7543953227450,166.88,,79.09,145,1,0,206.1,g,25.04,24.21,13.84,cm,"{""Color"":""White"",""Size"":""S""}"
Automotive,"Sit Occaecati Veniam (Automotive)",sit-occaecati-veniam-automotive,"Dicta cumque et et dolores accusantium sapiente id. Voluptatem doloremque quia et. Autem magni occaecati quia. Autem praesentium reiciendis asperiores cumque animi debitis.","Tempora suscipit cupiditate quo autem repudiandae quis.",active,https://picsum.photos/300/300?random=147,"[""https:\/\/picsum.photos\/600\/600?random=1470"",""https:\/\/picsum.photos\/600\/600?random=1471""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Sit Occaecati Veniam (Automotive) - Black / L",EFY-00147,3641917268809,107.98,,55.09,69,1,0,1017.08,g,10.88,40.98,39.87,cm,"{""Color"":""Black"",""Size"":""L""}"
Automotive,"Velit Dolor Deserunt (Automotive)",velit-dolor-deserunt-automotive,"Molestias sint voluptates perferendis in. Eveniet placeat libero quo et sit. Porro corrupti quia vel eius et accusantium deserunt.","Quod dolor numquam quasi dolor.",active,https://picsum.photos/300/300?random=148,"[""https:\/\/picsum.photos\/600\/600?random=1480"",""https:\/\/picsum.photos\/600\/600?random=1481""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Velit Dolor Deserunt (Automotive) - Black / S",YVV-00148,1124567874313,151.89,,119.6,3,1,0,3173.91,g,39.34,28.44,16.07,cm,"{""Color"":""Black"",""Size"":""S""}"
Automotive,"Similique Nobis Maiores (Automotive)",similique-nobis-maiores-automotive,"Est molestias et id natus quia recusandae. Ab delectus quasi nihil adipisci incidunt a. Et est accusamus distinctio vitae aperiam sed recusandae.","Magni nisi ex soluta et distinctio ratione.",active,https://picsum.photos/300/300?random=149,"[""https:\/\/picsum.photos\/600\/600?random=1490"",""https:\/\/picsum.photos\/600\/600?random=1491""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Similique Nobis Maiores (Automotive) - Black / M",RHW-00149,0037566758588,84.3,,60.65,121,1,0,1942.27,g,26.21,11.56,48.76,cm,"{""Color"":""Black"",""Size"":""M""}"
Automotive,"Consequuntur Placeat Nesciunt (Automotive)",consequuntur-placeat-nesciunt-automotive,"Quod debitis similique officiis. Distinctio recusandae blanditiis accusamus ut et voluptas non. Optio officia nemo sequi autem quia sapiente. Vel voluptatum ipsa quibusdam repellat quidem occaecati. Quisquam sint quia soluta sit quisquam exercitationem vel. Et est quibusdam ut accusamus architecto.","Neque ex et repudiandae libero.",active,https://picsum.photos/300/300?random=150,"[""https:\/\/picsum.photos\/600\/600?random=1500"",""https:\/\/picsum.photos\/600\/600?random=1501""]","[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","Consequuntur Placeat Nesciunt (Automotive) - Black / M",MNJ-00150,9959053241575,278,,113.01,2,1,0,3958.33,g,23.66,25.34,15.82,cm,"{""Color"":""Black"",""Size"":""M""}"
